,Tweet Id,Datetime,Text,Username,,Text PT 2 final
493,831291182865072128,2017-02-13 23:57:17+00:00,Propuesta para abandonar el dólar e introducir la plata al sistema monetario https://t.co/2rFyNacBt3 #VibraMéxico https://t.co/L53Bhq55aC,Gerarmora,Proposal to leave the dollar and introduce the money to the monetary system https://t.co/2rfynacbt3 # vibraméxico https://t.co/l53bhq55ac,Proposal to leave the dollar and introduce the money to the monetary system https://t.co/2rfynacbt3 # vibraméxico https://t.co/l53bhq55ac
494,831291130016854018,2017-02-13 23:57:04+00:00,El dólar sigue bajando y ya cuesta lo mismo que en noviembre https://t.co/iRh3YznYIh https://t.co/yBh2iW62Tv,LT7Noticias,The dollar is still going down and costs the same as in November https://t.co/irh3yznyih https://t.co/ybh2iw62tv,The Dollar is Still Going Down and Costs The Same as in November https://t.co/irh3yznyih https://t.co/ybh2iw62tv
495,831654241995472900,2017-02-14 23:59:57+00:00,@AntraxCLASH antrax quero decirte q no eh gastado un pinche dolar en el clahs y solo mean tocado cofres magicos porfa quiero gemas,JoaX_YT23,@Antraxclash Antrax Queero tell you that I have not spent a dollar clicking on the clahs and just touched magic chests porfa I want gems,@Antraxclash Antrax Queero Tell You That i Have Not Spent A Dollar Clicking On The Clahs and Just Touched Magic Chests Porfa I Want Gems
496,831654224886915073,2017-02-14 23:59:53+00:00,se eu ganhasse 1 dolar cada vez q o chanyeol faz dab eu tava rica curtindo num show da exordium,svtbhyun,It is Eu Ganhasse 1 Dolar every time Q or Chanyeol Face DAB EU TAVA RICA Curtain Num Show DA EXORDIUM,It is I won 1 dollar every time q or chanyeol face dab I was rich in a show of the exordium
497,831653984356143104,2017-02-14 23:58:55+00:00,"mantab :D adsense balik lagi setelah kena suspen sebulan :V
dolar jadi ilang di penghasilan yutub -_- ahh sue :3",KholidFarhan1,"Mantab: D AdSense Balik Lagi Setelah Kena Suspen Sebulan: V
Dolar Jadi Ilang di Penghasilan Yutub -_- Ahh Sue: 3","Mantab: D Adsense Balik Lagi Setelah Kena Suspension Sebulan: V
Dolar Jadi Ilang di Penghasilan Yutub -_- AHH Sue: 3"
498,831653894942052353,2017-02-14 23:58:34+00:00,"Gostei de um vídeo @YouTube de @canaldootario https://t.co/H5iS7kP7Re Saque do FGTS, 184 Crimes de Cabral e Dólar Caindo",epilef101,"Gostei of Um Video @youtube by @CanAldootario https://t.co/h5is7kp7re Toward Do Fgts, 184 Crims of Cabral and Dollar Fall","I liked a video @youtube by @canaldootario https://t.co/h5is7kp7re Toward FGTS, 184 Crims of Cabral and Dollar Fall"
499,831653883038494720,2017-02-14 23:58:31+00:00,Lo que estiman para finales de 2017. ¿El dólar USD más fuerte de la historia?...si se presentan algunas condiciones mencionadas. https://t.co/rF2byJ4ZU2,ViajeroMillero,What they estimate for the end of 2017. The strongest USD dollar in history? ... if there are some conditions mentioned. https://t.co/rf2byj4zu2.,What would estimate for the end of 2017. The STRONGEST USD DOLLAR IN HISTORY? ... IF There are Some Conditions Mentioned. https://t.co/rf2byj4zu2.
500,831653872057872386,2017-02-14 23:58:29+00:00,"El dólar sigue barato, aunque hoy subió unos centavos. https://t.co/nNRpvIUGtL",LUISALB97431740,"The dollar is still cheap, although today came up a few cents. https://t.co/nnrpviugtl.","The Dollar is Still Cheap, Although Today Cam Up A Few Cents. https://t.co/nnrpviuGtl."
501,831653766634098688,2017-02-14 23:58:04+00:00,@sauro agora é só torcer pro dolar continuar caindo até o fechamento do cartão,jailaum,@Sauro Agora é Só Torcer Pro Dolar Continue Falling ATÉ or DACTO,@Sauro now just cheer for dollar continue falling to or dat
502,831653755573514240,2017-02-14 23:58:01+00:00,La #inminente #alza a #tasa de interés en EU frena al peso; el dólar se vende hasta en 20.76 en bancos   https://t.co/1hE3RbXYjP,geopoliting,The #Inminenda #Alza a #tasa of interest in EU brakes to weight; The dollar is sold up to 20.76 in banks https://t.co/1he3rbxyjp,The #inminenda #Alza A #Tasa of Interest in US Brakes to weight; The Dollar is sold up to 20.76 in banks https://t.co/1he3rbxyjp
503,831653683884613632,2017-02-14 23:57:44+00:00,"Tudo tá mais caro, mas o dólar abaixou e me fodeu",oddyado,"Tarto tá mais expensive, more or dollar abaixou e fodeu","Tarto is more expensive, more or dollar lowered and fucked"
504,831653619128729600,2017-02-14 23:57:28+00:00,"#Economía: Dólar apreciado, ¿realmente beneficia a las exportaciones de AL? https://t.co/Mw9O46eEPU https://t.co/K0ZWGz1pLU",GrupoT21,"# Economy: Dear Dollar, does it really benefit Al Exports? https://t.co/mw9o46eepu https://t.co/k0zwgz1plu.","# Economy: Dear Dollar, Does It Really Benefit Al Exports? https://t.co/mw9o46Epu https://t.co/k0zwgz1plu."
505,831653601797865473,2017-02-14 23:57:24+00:00,@Cambobc @ClaudiaLopez Escusas pendejas se hizo como a 2250 y el dolar esta a 2800 y en descenso. ademas todos los insumos son europeos.,camilovaronca,@Cambobc @ClaudialOpez Escuses Pendejas was done as 2250 and the dollar is at 2800 and in descent. Also all the inputs are European.,@CambOBC @Claudialopez Escuses Pendares was done as 2250 and the dollar is at 2800 and in decent. ALSO ALL THE INPUTS ARE EUROPEAN.
506,832016567995035650,2017-02-15 23:59:42+00:00,Así cierra el dólar https://t.co/yQTDQOURRR,calditoaguilar,So it closes the dollar https://t.co/yqtdqourrrr,SO IT CLOSES THE DOLLAR https://t.co/yqtdqourrrr
507,832016483966410753,2017-02-15 23:59:22+00:00,Así comienza un día con el dólar en Quito https://t.co/5jtdzn3gnw,teresenerickson,So start a day with the dollar at Quito https://t.co/5jtdzn3GNW,So Start A Day With The Dollar at Quito https://t.co/5jtdzn3gnw
508,832016319679705088,2017-02-15 23:58:43+00:00,"Feb 15, 2017 el Dolar Paralelo cotiza a Bs. 4105,15 y el Euro a Bs. 4347,35",amg9847,"Feb 15, 2017 The parallel dollar trades Bs. 4105,15 and the euro to BS. 4347,35","Feb 15, 2017 The Parallel Dollar Trades Bs. 4105,15 and the euro to bs. 4347,35"
509,832016253669736448,2017-02-15 23:58:27+00:00,A alta do dólar é um golpe da oposição para desorganizar a Mulher-Sapiens! #DesculpasDoPT,DesculpasDoPT,To Alta do Dollar é um hit OPOSIÇÃO to disorganize Mulher-Sapiens! #Desculpasdopt.,To high dollar is a hit opposition to disreganize woman-sapiens! #Descepdopt.
510,832016207599529984,2017-02-15 23:58:16+00:00,"Y el dolar paralelo se dispara a 4000 bsf, buena esa @NicolasMaduro eres un crack.",alematave,"And the parallel dollar shoots at 4000 bsf, good that @nicolasMaduro you are a crack.","And the Parallel Dollar Shoots at 4000 BSF, Good That @nicolasmaduro you are to crack."
511,832016180068098053,2017-02-15 23:58:10+00:00,Noticias de Venezuela SIN CENSURA y Dolar paralelo https://t.co/uQ2iwVAdoJ,ayehoysiempre,News from Venezuela without censorship and parallel dollar https://t.co/uq2iwvadoj,News from Venezuela Without Censorship and Parallel Dollar https://t.co/uq2iwved
512,832016134958436353,2017-02-15 23:57:59+00:00,"Dólar caiu, inflação também... E de que isso adianta se o desemprego está nas picas?!",rafael_rosa81,"Dollar Caiu, Inflação also ... and that Issso Adianta is or Offione is NAS PICAS?!","Dollar fell, inflation also ... and that isso adianta is or offion is in picas?!"
513,832016125709918208,2017-02-15 23:57:57+00:00,"#TodosContraAMLO
#PeligroParaMexico
#QueMiedo
No vaya a subir el dólar, las gasolinas, la luz, el agua, la... https://t.co/49BuQ8C52p",GeorgeKamacho,"#Todoscontraamlo
#Peligroparamexico.
#Spooky
Do not go up the dollar, gasoline, light, water, the ... https://t.co/49buq8c52p","#TodosContraLo
#Plotroparamexico.
#Spooky
DO NOT GO UP THE DOLLAR, GASOLINE, LIGHT, WATER, THE ... https://t.co/49buq8c52p"
514,832015979186159616,2017-02-15 23:57:22+00:00,"DOLARTODAY LO VOLVIÓ A HACER: REVENTÓ EL DÓLAR PARALELO Y LO PUSO POR ENCIMA D LOS 4 MIL BOLÍVARES https://t.co/mbeSGpcFFL
@1panoramaurbano",williamsx54,"Dollartoday did it again: he burst the parallel dollar and put him over the 4 thousand bolivars https://t.co/mbesgpcffl
@ 1PanoraMaurbano.","DollAtoday Did It Again: He Burst The Parallel Dollar And Put Him Over The 4 Thousand Bolivars https://t.co/mbesgpcffl
@ 1panoramaaurban."
515,832015913041948672,2017-02-15 23:57:06+00:00,Cierra dólar sin cambio en $20.60 https://t.co/lBfx7ia5m1,reformanegocios,Clear Dollar without change at $ 20.60 https://t.co/lbfx7ia5m1,Clear Dollar Without Change at $ 20.60 https://t.co/lbfx7ia5m1
516,832015844561530883,2017-02-15 23:56:50+00:00,GREEN OPTION 19U$$  DOLAR DE GRAÇA AGORA  如何让比特币免费    比特币免费 https://t.co/iIHTZCKqxt via @YouTube,allanhavenith,Green Option 19U $$ Dollar De Graça Agora 如何 让 比 特币 免费 比特币 免费 https://t.co/iihtzckqxt via @youtube,Green Option 19U $$ Dollar for free now 如何 让 比 特币 免费 比特币 免费 https://t.co/iihtzckqxt via @youtube
517,832378924982112257,2017-02-16 23:59:35+00:00,"¿Por qué creemos que cualquier tiempo pasado fue mejor?
No. 11,625 de @Excelsior, 1949.
$8.65 pesos por dólar, nada mal. 
#Excelsior100años https://t.co/UUV85TYK62",MVelazquezMares,"Why do we believe that any past time was better?
No. 11,625 of @Excelsior, 1949.
$ 8.65 pesos per dollar, nothing bad.
# Excelsior100 people https://t.co/UUV85TYK62.","Why do We Believe That Any Past Time Was Better?
No. 11,625 of @excelsior, 1949.
$ 8.65 Per Dollar Pesos, Nothing Bad.
# Excelsior100 people https://t.co/uuuv85tyk62."
518,832378885014695936,2017-02-16 23:59:25+00:00,"#LoÚltimo Luego de permanecer 3 días en el mismo precio, el dólar subió 10 centavos y cerró en 20.70 pesos a la venta.",miguelanh,"# Last after staying 3 days on the same price, the dollar rose 10 cents and closed at 20.70 pesos for sale.","# Last After Staying 3 Days On The Same Price, The Dollar Rose 10 Cords and Closed at 20.70 Weights for sale."
519,832378883186053120,2017-02-16 23:59:25+00:00,Segundo A.fraga se Dilma Rousseff continuasse no poder o dólar estaria a mais de 5 reais,pocrane60,Second A.Fraga Dilma Rousseff Continuous No Power or Dollar would be to Mais 5 Reais,Second A.Fraga Dilma Rousseff Continuous on Power Or Dollar Would BE TO TO MORE 5 REAL
520,832378867948068864,2017-02-16 23:59:21+00:00,Turist Getiren Seyahat Acentelerine 6 Bin Dolar Destek Verilecek https://t.co/CIzskW1fhc,sonalanya,Turist get yourself Seyahat Aceteline 6 Bin Dolar Destek Verilecek https://t.co/cizskw1fhc,Turist Get Yourself Seyahat Aceteline 6 Bin Dolar Dolar Verilecek https://t.co/cizskw1fhc
521,832378823140319232,2017-02-16 23:59:10+00:00,"Lo que dice @j_rijo  sobre dólar
precio y otro compradores a corto plazo.
Parece subasta en la pulga un sábado nocturno. 
Antes del domingo!",andspawn,"What @j_rijo about dollar
Price and other short-term buyers.
It seems auction in the flea a night Saturday.
Before Sunday!","What @j_rijo About Dollar
Price and Other Short-Term Buyers.
It seems auction in the flea at night saturday.
Before Sunday!"
522,832378641086562304,2017-02-16 23:58:27+00:00,"Pupusas en El Salvador 1 dólar. Pupusas en Coronado, Costa Rica 4 dólares.",instantepasado,"Pupusas in El Salvador 1 dollar. Pupusas in Coronado, Costa Rica 4 dollars.","Pupusas in El Salvador 1 Dollar. Coronated pupuses, Costa Rica 4 Dollars."
523,832378627325095938,2017-02-16 23:58:24+00:00,"#LoÚltimo Luego de permanecer 3 días en el mismo precio, el dólar subió 10 centavos y cerró en 20.70 pesos a la venta.",revistasisomos,"# Last after staying 3 days on the same price, the dollar rose 10 cents and closed at 20.70 pesos for sale.","# Last After Staying 3 Days On The Same Price, The Dollar Rose 10 Cords and Closed at 20.70 Weights for sale."
524,832378605955072001,2017-02-16 23:58:19+00:00,@perfilcom Quintana cinico ya antes nos estafaste con el dolar a futuro interpretandolo a tu favor y al de tus amigos y te seguis burlando,Carlos1849x,@Perfilcom Quintana Cinico and before you were scattered with the dollar in the future Interpreting it in your favor and to your friends and you are still making fun,@Perfilcom quintana cynic and before you were scattered with the dollar in the future interpreting it in your favor and to your friends and you are still making making fun
525,832378565979172864,2017-02-16 23:58:09+00:00,"Glr a Era Lula só foi boa pq o FHC já tinha controlado a inflação, além disso os EUA passou por uma crise q fez o dólar cair",LeoRMA16,"GLR A ERA Lula Só Foi Boa PQ or FHC Já Tinha Controlled to Inflação, Alm Disso OSA Passou by Uma Crise Q Fez or Dollar Cair","Glr the era lula was only good because or fhc had already controlled to inflation, alm of osa passed by a crisis that made or dollar fall"
526,832378553702416389,2017-02-16 23:58:06+00:00,Aqui é onde uma mãe da cocaina pra um bebê de dois meses. Pra vocês é besteira. Isola. Cês ficam bravos mesmo é com a alta do dólar.,FxtMarinho,Here I wave uma mie da cocaine pra um bebê de dois months. Pra Vocês é Besteira. Isola Cês Ficam Bravos Mesmo é com Upper Dollar.,Here I Wave a cocaine mie for a two month old baby. For you is bullshit. Isola is brave even with upper dollar.
527,832378330968113152,2017-02-16 23:57:13+00:00,"Dólar estável a R$3,08 às 17:00",NotDolarBipolar,Dollar Standvel at R $ 3.08 às 17:00,Dollar Standvel at R $ 3.08 at 5:00 PM
528,832741389368561665,2017-02-17 23:59:53+00:00,“Aşılarla İlgili Gerçeği Yazana 100 Bin Dolar Ödül Teklifi” https://t.co/kdVJuDWDzK,HaksozHaber,"""Aşılarla İlgili Gerçeği Yazana 100 Bin Dolar Ödül Teklifi"" https://t.co/kdvjudwdzk","""Aşılarla İlgili Gerçeği Yazana 100 bin dollar Ödül Teklifi"" https://t.co/kdvjudwdzk"
529,832740856461348864,2017-02-17 23:57:46+00:00,@GenPenaloza y ese cambio de dólar simadiaissami !que tal!,KathyChickat,@Genpenaloza and that change of SIMADIAISSAMI dollar! How about!,@Genpenaloza and That Change of Simadiaissami Dollar! How about!
530,832740669026291719,2017-02-17 23:57:01+00:00,El dólar rebotó y volvió a acercarse a los $16. https://t.co/ogmU4zQG9P https://t.co/lXBNv6PCdP,periodista360,The dollar bounced and came back to the $ 16. https://t.co/ogmu4zqg9p https://t.co/lxbnv6pcdp.,The Dollar Bounced and CAME Back to The $ 16. https://t.co/ogmu4zqg9p https://t.co/lxbnv6pcdp.
531,832740578114752512,2017-02-17 23:56:40+00:00,@OrlandoDantas @roisenberg @objetosujeito todas dessa sessão a partir de 40 dólar,suilaneoliveira,@Orlandodas @roisenberg @Objetosoujeito all SESSIO From 40 dollar,@Orlandodas @roisenberg @objetosoujeito all session from 40 dollar
532,832740524289249280,2017-02-17 23:56:27+00:00,E 1 dólar de adsense https://t.co/icQ42dIfsR,RikEditor,E 1 AdSense Dollar https://t.co/icq42difsr,And 1 Adsense Dollar https://t.co/icq42difsr
533,832740152229429250,2017-02-17 23:54:58+00:00,"#Dólar termina semana en $20.85 a la venta en bancos capitalinos 
https://t.co/0QNKXJZAnl",Julian_trejo,"# Dollar finishes week at $ 20.85 for sale in capital banks
https://t.co-0qnkxjzanl.","# Dollar Finishes Week at $ 20.85 for sale in capital banks
https: //t.co-0qnkxjzanl."
534,832740152220987392,2017-02-17 23:54:58+00:00,"#Dólar termina semana en $20.85 a la venta en bancos capitalinos 
https://t.co/hRgKvyfNZM",News_at_time,"# Dollar finishes week at $ 20.85 for sale in capital banks
https://t.co/hrgkvyfnzm.","# Dollar Finishes Week at $ 20.85 for sale in capital banks
https://t.co/hrgkvyfnzm."
535,832740152103546881,2017-02-17 23:54:58+00:00,"#Dólar termina semana en $20.85 a la venta en bancos capitalinos 
https://t.co/m75mriC5FC",callemexico,"# Dollar finishes week at $ 20.85 for sale in capital banks
https://t.co/m75mric5fc.","# Dollar Finishes Week at $ 20.85 for sale in capital banks
https://t.co/m75mrica5fc."
536,832740128254676993,2017-02-17 23:54:52+00:00,Yaklaşık 1 ay önce dolar alanlara terörist demişti. https://t.co/EhwKsSuwlg,ErsanKinik,Yaklaşık 1 ay önce dollar alanlara terörist demişti. https://t.co/ehwkssuwlg.,Yaklaşık 1 ay ÖNCE Dollar Alanlara Terörist Demişti. https://t.co/ehwkssuwlg.
537,832740116531646464,2017-02-17 23:54:50+00:00,"Pero... a partir del 18 de febrero, se fijará cada día el precio, como el dólar. ¿nos volvieron a chamaquear? @@JoseAMeadeK @SHCP_mx https://t.co/auY2i9iIut",DanielWicab,"But ... starting on February 18, the price will be set every day, like the dollar. Were they chewed us back? @@ joseamerak @shcp_mx https://t.co/auy2i9iiut","But ... Starting on February 18, The Price Will Be Set Every Day, Like the Dollar. Were They Chewed US Back? @@ Josepherak @shcp_mx https://t.co/ay2i9iut"
538,832740083061051393,2017-02-17 23:54:42+00:00,2017 Sonbahar Türkiye Ekonomik Krizi Potansiyeli (Dolar 8TL’yi görebilir!) https://t.co/bX9jb2s7X7,inceeni,2017 Sonbahar Türkiye Ekonomik Krizi Potansiyeli (Dolar 8Tl'Yi Görebilir!) Https://t.co/bx9jb2s7x7,2017 Sonbahahar Türkiye Ekonomik Krizi Potansiyeli (Dolar 8tl'yi Görebir!) Https://t.co/BX9JB2S7x7
539,833103617129316352,2017-02-18 23:59:15+00:00,Gostei de um vídeo @YouTube de @casalamerica https://t.co/ZaQp2eWNVR 💲 LOJA TUDO POR 1 DÓLAR,Guiza_o,Gostei of Um Video @youtube by @Casalamerica https://t.co/zaqp2ewvr 💲 Loja tudo for 1 dollar,I liked a video @youtube by @casalamerica https://t.co/zaqp2ewvr 💲 store everything for 1 dollar
540,833103582446702594,2017-02-18 23:59:07+00:00,@tcbestepe Cumhurbaşkanı'nın seyahat harcamalarını yayımlayabilir misiniz? Malatya seyahati için 7 Milyon dolar harcandığı konuşuluyor,fatihunalp1,@TcBestepe Cumhurbaşkanı'nın Seyahat Harchabalarını YaymlacyAbilir Misiniz? Malatya Seyahati Için 7 Milyon Dolar Harcandığı Konuşuluyor,@TCBeste Cumhurbaşkanı'nın Seyahat Harchabalarını yaymlacyabilir misiniz? Malatya Seyahati Için 7 Milyon Dolar Harcandığı Konuşuluyor
541,833102810203971584,2017-02-18 23:56:02+00:00,Fiyatı çocuğun ameliyatı da dahil 5000 dolar,asefaozturk,Fijatı Çocuğun Ameliyatı da Dahil 5000 Dolar,Fijatı Çocuğun Ameliyatı da dahil 5000 dollar
542,833102796580745217,2017-02-18 23:55:59+00:00,"¡DISPONIBILIDAD, VOLATILIDAD Y DECEPCIÓN! Ecoanalítica explica las razones de la subida del dólar paralelo https://t.co/WtPG3AuqAz",elsam3572,"Availability, volatility and disappointment! Echanalytic explains the reasons for the rise of the parallel dollar https://t.co/wtpg3auqaz","Availability, Volatility and Disappointment! Echanalytic Explains The Reasons for The Rise Of The Parallel Dollar https://t.co/wtpg3auqaz"
543,833102749634002944,2017-02-18 23:55:48+00:00,"Dolar 3.80'lerde iken asgari ücretin altında ki maaş ile nasıl geçinebiliriz Sayın Bakanım ? @drbetulsayan 
#AspbEkders 63",13rokenHeart,"3.80'Lede Iken Asgari Ücretin Altında Ki Maaş Ile Nasıl GeçineBiliriz Sayın Bakanım? @DrBetulSayan.
#Aspbekders 63.","3.80'Lede Iken Asgari Ücretin Altında Ki Maaş Ile NasiL Geçinebiliriz Sayın Bakanım? @Drbetulsayan.
#Aspbekders 63."
544,833102417378045953,2017-02-18 23:54:29+00:00,"----Economistas ven un dólar ""atrasado"" y advierten por ""oferta financiera"" para cubrir déficit https://t.co/k4XcQIpOtg",marcapolitica,"---- Economists see a ""backward"" dollar and warn for ""financial offer"" to cover deficit https://t.co/k4xcqipotg","---- Economists See the ""backward"" Dollar and Warn for ""Financial Offer"" to cover deficit https://t.co/k4xcqipotg"
545,833102196619239426,2017-02-18 23:53:36+00:00,"Dolar Paralelo hoy Sábado Bs. 4229,94 y Euro Bs. 4490,08. https://t.co/huQK7vrK4Q",elsam3572,Dollar parallel today Saturday BS. 4229.94 and Euro Bs. 4490.08. https://t.co/huqk7vrk4q.,Dollar Parallel Today Saturday Bs. 4229.94 and euro bs. 4490.08. https://t.co/huqk7vrk4q.
546,833102136187748353,2017-02-18 23:53:22+00:00,"Dingil, yıllarca Katar'da dolar cukkalarken İstiklal Marşı aklına gelmedi değil mi ? https://t.co/h2213SeiXD",alelade87,"Dingil, Yıllaca Katar'da Dolar Cukkalarken İstiklal Marşı Aklına Gelmedi Değil Mi? https://t.co/h2213seixd.","Dingil, yıllaca katar'da dollar cukkalarken İstiklal Marşı aklına gelmedi değil mi? https://t.co/h2213seixd."
547,833102108790513664,2017-02-18 23:53:15+00:00,"@cruzelvis20 @juantaverash Gasolina, electricidad, canasta basica, Comunicación hasta la cerveza subio ombe. Y el dolar estable. No ombe!!!",ShalomIsrael86,"@ Cruzelvis20 @Juantaverash Gasoline, electricity, basic basket, communication up to beer Umbe. And the dollar stable. No Ómbe !!!","@ Cruzelvis20 @JuantAverash Gasoline, Electricity, Basic Basket, Communication Up to Beer Umbe. And the Dollar Stable. No Ombe !!!"
548,833102091304439811,2017-02-18 23:53:11+00:00,"El gran importador de las cajas CLAP es Samark López, el testaferro de SALAMI... Por eso no desaparece el ""dólar del pueblo""",Shea2107,"The great importer of the CLAP boxes is Samark Lopez, the Salami Testaferro ... That is why the ""people dollar"" disappears","The Great Import Of The Clap Boxes is Samark Lopez, The Salami TestaFerro ... That is Why The ""People Dollar"" Disappears"
549,833102030164152322,2017-02-18 23:52:56+00:00,También puede pensarse de otro modo: tal vez el problema de la década del 90 no fue la apertura económica sino el dólar fijo,pagibatt,You can also thinkwise: maybe the problem of the 90s was not the economic opening but the fixed dollar,You Can Also Thinkwise: Maybe The Problem Of The 90s Was Not The Economic Opening But the Fixed Dollar
550,833466124482252801,2017-02-19 23:59:43+00:00,@sonbirdalsigara seans başı 200 dolar bilginiz var dimi?,KekHavuclu,@sonbirdalsigara seans başı 200 dollar bilginiz var dimi?,@sonbirdalsigara Seans Başı 200 Dollar bilginiz var dimi?
551,833466003275280386,2017-02-19 23:59:14+00:00,"@bingol20 bir de basgan olursaaaaa yeme de yaninda yat.
30 milyar dolar 100 $ lik desteyle 13 tir dolusu para. Yazik bu millete yazik.",tyuksel58,"@ Bingol20 Bir from Basga oluresaaaa YEME YAAT YAT.
30 millyar dollar 100 $ LIK DESTELE 13 TIR DOLUSU FOR. Yazik Bu Millet Yazik.","@ Bingol20 Bir from Basga Oluresaaaa Yeme Yaat Yat.
30 Millyar Dollar 100 $ Lik Destele 13 Tir Dolusu for. Yazik Bu Millet Yazik."
552,833465741525524480,2017-02-19 23:58:12+00:00,@bingol20 nu yetki vereceginiz adam varya 93 te evinin kirasini odeyemiyordu. Bu gun bilinen 30 milyar dolar serveti var.,tyuksel58,@ Bingol20 Nu Yetki Vereciniz Adam Varya 93 Evinin Kirasini Odeyemiyordu. Bu Gun Bilinen 30 milyar dollar serveti var.,@ Bingol20 Nu Yetki Vereciniz Adam Varyya 93 Evinin Kirasini OdeyemiyOdu. Bu Gun Bilinen 30 Milyar Dollar Served Var.
553,833465483181461505,2017-02-19 23:57:10+00:00,Bahis Sitesinin Reklamını Yapan YouTuberlara 330 Bin Dolar.. https://t.co/OKPHKAxH7z https://t.co/ZKr8l3S03h,gurkanilhanfb,Bahis Sitesinin Reklamını Yapan YouTuberlara 330 Bin Dolar .. https://t.co/okphkaxh7z https://t.co/zkr8l3s03h,Bahis sitesinin reklamını yapan youtuberlara 330 bin dollar .. https://t.co/okphkaxh7z https://t.co/zkr8l3s03h
554,833465473622736896,2017-02-19 23:57:08+00:00,@bingol20 sence 30 milyar dolar nereye sigar?,tyuksel58,@ Bingol20 Sence 30 Milyar Dolar Nereye Follow?,@ Bingol20 Sence 30 Milyar Dolar Nereye Follow?
555,833465345453207552,2017-02-19 23:56:38+00:00,"Es histórico este democrático día nacional de comer fritada de a dólar en todas las escuelas, colegios y universidades del Ecuador",Emelec21Dic2014,"It is historic this democratic national day to eat fried from to dollar in all schools, colleges and universities of Ecuador","It is historic this democratic nationale day to eat fried from to dollar in all schools, colleges and universities of ecuador"
556,833465172052340736,2017-02-19 23:55:56+00:00,"CyR 🌹
.- Si solo te queda 1 dolar para comprar lo que sea... En qué lo gastarias?

Party Chilensis FT 5H
#ExsAndOhs #BestCover #iHeartAwards",panconlauren,"Cyr 🌹.
.- If you only have 1 dollar left to buy whatever ... what do you spend it?

Party Chilensis Ft 5h
#Exsandohs #Bestcover #iHeartaWards","Cyr 🌹.
.- If you only have 1 dollar leaf to buy whatever ... what do you spend it?

Party Chilensis Ft 5h
#Exsandohs #bestcover #iheartawards"
557,833464765381038080,2017-02-19 23:54:19+00:00,"@AlejoJesus POR ESO EXPERTOS NO POLITICOS DICEN QUE SE DEBE CAMBIAR LA MONEDA, Y ASUMIR UNA ESTABLE,DOLAR-RUSA-EURO-LIBRA, SALVAR BSF TRANCA",quintero51,"@Alejojesus, that's why non-political experts say that the currency should be changed, and assume a stable, dollar-russian-euro-pound, save BSF trace","@Alejojesus, That's Why Non-Political Experts Say That The Currency Should Be Changed, And Assumes Stable, Dollar-Russian-Euro-Pound, Save Bsf Trace"
558,833464669654376449,2017-02-19 23:53:56+00:00,GERÇEK YAZAN GAZETECİYE 100 BİN DOLAR ÖDÜL - DÜNYA - İNTERNET GAZETESİ https://t.co/H1cBfJCg6y @http://yeniadalet.com aracılığıyla,yazarparin,Gerçek Yazan GazeteCİYE 100 BİN DOLLAR ÖDÜL - DÜNYA - İTERNET GAZETESİ https://t.co/h1cbfjcg6y @http: //eniadalet.com Aracılığıyla,Gerçek Yazan Gazetecİye 100 bİn Dollar Ödül - Düny - İternet GazetesIİ https://t.co/h1cbfjcg6y @http: //eniadalet.com Aracılığıyla
559,833464651312685056,2017-02-19 23:53:52+00:00,@andreapintadoc y si costo un dólar amor,wilsonfuescobar,@andreapintadoc and if you cost a dollar love,@andreapintadoc and if you cost to dollar love
560,833464588389740549,2017-02-19 23:53:37+00:00,"sem emprego sem dólar, sem Nike e sem escola assim se move a rotina 
Liguei o fodase e desci minha rua decidido a mudar essa porra toda",RodrYY_98,"sem sem dollar, sem nike e sem escola assim move to rustina
Liguei or Fodase and Desci Minha Rua decided to move Essa Porra all","without no dollar, no nike and without school so moves to rustina
I called the fodase and I went down my street decided to move this fucking all"
561,833828494941503488,2017-02-20 23:59:39+00:00,Cotizaciones de las monedas latinas frente al dólar https://t.co/GBtYhgefro,twitupata,Quotes of Latin coins against the dollar https://t.co/gbtyhgefro,Quotes of Latin Coins Against The Dollar https://t.co/gbtyhgefro
562,833828477061066752,2017-02-20 23:59:35+00:00,Cotizaciones de las monedas latinas frente al dólar https://t.co/HvLHK2re6e,David_Pache,Quotes of Latin coins against the dollar https://t.co/hvlhk2re6e,Quotes of Latin Coins Against The Dollar https://t.co/hvlhk2re6e
563,833828433348087809,2017-02-20 23:59:24+00:00,Cotações das moedas latino-americanas em relação ao dólar https://t.co/eOwVEkNwqR https://t.co/6zimdCS6mM,TurismoVansMG,Cotações Das Moedas Latino-American Em Relação Ao Dollar https://t.co/eowveknwqr https://t.co/6zimdcs6mm,Latin American coins quotes in relation to dollar https://t.co/eowveknwqr https://t.co/6zimdcs6mm
564,833828419733368832,2017-02-20 23:59:21+00:00,Cotações das moedas latino-americanas em relação ao dólar https://t.co/BgQzCxmH6i https://t.co/HBkDZ5aIba,3213_4360,Cotações Das Moedas Latino-American Em Relação Ao Dollar https://t.co/bgqzcxmh6i https://t.co/hbkdz5aiba,Latin American coins quotes in relation to dollar https://t.co/bgqzcxmh6i https://t.co/hbkdz5aiba
