,Datetime,Tweet Id,Text,Username,Text PT 1 Parcial,Text PT 2 final
1956,2017-06-26 23:56:23+00:00,879488541969047552,Cotizaciones de las monedas latinoamericanas frente al dólar https://t.co/7BKBE2grXL,MrPefi,,Quotes of Latin American coins against the dollar https://t.co/7bkbe2grxl
1957,2017-06-26 23:55:23+00:00,879488291485003776,#bingosdemexico | JOSÉ CÁRDENAS Informa: Dólar se cotiza en 17.82 pesos https://t.co/VhbyTIWHvw,BingosDeMexico,,#bingosdemexico | José Cárdenas informs: Dollar is quoted at 17.82 pesos https://t.co/vhbytiwhvw
1958,2017-06-27 23:59:59+00:00,879851837410725889,Aprende como ganar 100 dolares cada día en https://t.co/XhFdTjCj4c #clixsense  #dolar,100dolaresdia,,Learn how to win 100 dollars every day at https://t.co/xhfdtjcj4c #clixsense #dolar
1959,2017-06-27 23:59:39+00:00,879851755223298048,"@Pepebrea @SebastianMaril @RADIOPALERMOFM ""Hay grandes sectores de la economía argentina que quieren que el dólar suba porque piensan que el tipo de cambio está atrasado""",DatosobreDato,,"@Pepebre @sebastianmaril @radiopalermofm ""There are large sectors of the Argentine economy that want the dollar to rise because they think that the exchange rate is late"""
1960,2017-06-27 23:59:36+00:00,879851742455881730,Rebota dólar a $18.25 https://t.co/YOmpLQkGns,reformanegocios,,Bounce dollar at $ 18.25 https://t.co/yomplqkgns
1961,2017-06-27 23:59:20+00:00,879851674914889728,Lagu Michael Jackson 'We Are The World' telah mengumpulkan 60 juta dolar bagi orang yang kelaparan di Afrika. #anehdidunia,anehdidunia,,The song Michael Jackson 'We Are The World' has collected 60 million dollars for people who are starving in Africa. #anehdidunia
1962,2017-06-27 23:59:12+00:00,879851641041817600,@GPinkSnapback I QUOT THE DOLAR TWATS,luscious_dols,,@GPinkSnapback I QUOT THE DOLAR TWATS
1963,2017-06-27 23:59:06+00:00,879851612960727040,#terpopuler #news Dolar AS Tertekan Penguatan Euro https://t.co/8pTWf1Oa43 @inilahdotcom __ https://t.co/LJ8uOWAqwg,anandagadis1,,#TonePopular #News US Dollar Depressed Euro Strengthening https://t.co/8PTWF1OA43 @inilahdotcom __ https://t.co/lj8uowaqwg
1964,2017-06-27 23:59:01+00:00,879851592329175040,"EL DÓLAR NO PARA: EL MAYORISTA TREPÓ OTROS 12 CENTAVOS, HASTA UN RÉCORD HISTÓRICO DE 16,42 PESOS",saberinvertirT,,"The dollar not for: Wholesaler climbed another 12 cents, up to a historical record of 16.42 pesos"
1965,2017-06-27 23:58:52+00:00,879851554081255425,Mmgv dólar me va a volver loca 😂,Emeefe24,,MMGV Dollar is going to go crazy 😂
1966,2017-06-27 23:58:48+00:00,879851541229969413,"OTRA SUBA PARA EL DÓLAR: EL OFICIAL SALTÓ 13 CENTAVOS (HASTA 16,68 PESOS) YU EL BLUE SUBIÓ 5 (HASTA 16,72)",saberinvertirT,,"Another rise for the dollar: the officer jumped 13 cents (up to 16.68 pesos) and the Blue rose 5 (up to 16,72)"
1967,2017-06-27 23:58:45+00:00,879851528135356417,"Verga ese dolar estará calculado a 4,30 sera jajsjsga https://t.co/xQIFLJTeHu",spinjeeef,,Verga That dollar will be calculated at 4.30 will be jajsjsga https://t.co/xqifljtehu
1968,2017-06-27 23:58:34+00:00,879851479833694208,@denavegador1500 @titomara1 @Titomara2 @anitaloch @Zikdal @Lunerica1 @lilidiaz8 @ZanozaYa_ @21LEONAKTIRA @fornerinojl @ESTHERJOSEFINAC @MoraimaMartine5 @aminanefertari @EduEzker @TomasBecerra18 @kb_ql22 @salasramone @EEmigdiaurpin @GJV_XXI @guerrerarojita @mcolozzal @tatianac55 @ccolBa @gcdimartino @MariaVillavizar @prof_yurbe @anaderodriguez @PatriciaDorta40 @irr644 @Mocusa3 @neljulger @Enina4F @alejabolivarian @Cabrera13A @dblancog @KumpaLili @Heryrevi @joniaa41 @RoaJorge1 @leonmagnom @LeodagniM @ChikPSUV @marycolo1 @guerrerachavist @MColozza @rosasalazar11 @dpiloncita @pavitazanahoria @JRosasPSUV @adavivas Está mentira la acaba de enviar Dólar Today https://t.co/jhWfWqKOBr,ktira24,,@ Denavegador1500 @ titomara1 @ Titomara2 @anitaloch @Zikdal @ Lunerica1 @ lilidiaz8 @ZanozaYa_ @ 21LEONAKTIRA @fornerinojl @ESTHERJOSEFINAC @ MoraimaMartine5 @aminanefertari @EduEzker @ TomasBecerra18 @ kb_ql22 @salasramone @EEmigdiaurpin @GJV_XXI @mcolozzal @guerrerarojita @ tatianac55 @ccolBa @gcdimartino @MariaVillavizar @prof_yurbe @anaderodriguez @ PatriciaDorta40 @ irr644 @ Mocusa3 @neljulger @ Enina4F @alejabolivarian @ Cabrera13A @dblancog @KumpaLili @Heryrevi @ joniaa41 @ RoaJorge1 @leonmagnom @LeodagniM @ChikPSUV @ marycolo1 @guerrerachavist @MColozza @ rosasalazar11 @pavitazanahoria @dpiloncita @JRosasPSUV @adavivas Is lying has just been saved today https://t.co/jhwfwqkobr
1969,2017-06-28 23:59:59+00:00,880214226916257793,Aprende como ganar 100 dolares cada día en https://t.co/fuCGMq4rEP #clixsense #neobux  #dolares #dolar,100dolaresdia,,Learn how to win 100 dollars every day at https://t.co/fucgmq4rep #clixsense #neobux #dolares #dolar
1970,2017-06-28 23:59:46+00:00,880214169051701249,El noticiero de TELEFE está haciendo una nota sobre los TOC. La represión y el dólar alto no son prioridades.,nahuelcianciod,,The telefe news is making a note about the TOC. The repression and the high dollar are not priorities.
1971,2017-06-28 23:58:26+00:00,880213836846034944,Peso retoma el paso y se aprecia frente al dólar https://t.co/0OpJqY0DOr vía @SintesisdeGuerr,miguelmata63,,Weight takes the step and it is appreciated against the dollar https://t.coofoopjqydor via @sintesisdeguerr
1972,2017-06-28 23:58:26+00:00,880213836745379841,Peso retoma el paso y se aprecia frente al dólar https://t.co/4QC23xYsBc vía @SintesisdeGuerr,SintesisdeGuerr,,Weight takes the step and it is appreciated against the dollar https://t.co/4qc23xysbc via @sintesisdeguerr
1973,2017-06-28 23:57:40+00:00,880213642972712961,Esperar o quê do prefake João Dólar? https://t.co/gnw8DFmLBE,eurobo9,,Wait What do Preifake John Dollar? https://t.co/gnw8dfmlbe
1974,2017-06-28 23:57:39+00:00,880213639621431296,Euro Berpotensi Lebih Kuat dari Dolar AS https://t.co/JFbV7LN9uY,kabarberita,,Euro has the potential to be stronger than US dollars https://t.co/JFBV7LN9UY
1975,2017-06-28 23:57:37+00:00,880213630519836673,Dólar sigue cayendo y cerró la jornada del miércoles en S/ 3.247 https://t.co/bwv2T4z3yD https://t.co/enRLPPxJ6s,Agencia_Andina,,"Dollar is still falling and closed the day on Wednesday at S / 3,247 https://t.co/bwv2t4z3yd https://t.co/enrlppxj6s"
1976,2017-06-28 23:56:53+00:00,880213446641549314,"@gzechnas @EdgarcOchoa @YoInvierto @JMCarzolio @popelko Primero dólar down, después commodities up.",rulosk_el,,"@Gzechnas @edgarcochoa @yoinvierto @jmcarzolio @Popelko First Dollar Down, then Commodities Up."
1977,2017-06-28 23:56:40+00:00,880213389053710337,@Merababenserif dolar iste yakayım ama ataya saygısızlık olur kardeşim,umuutuyar,,@Merababensif I am busting the dollar but it becomes disrespectful of the ancestor bro
1978,2017-06-28 23:56:09+00:00,880213261987098624,"Com mudanças no dólar, o preço do The Sims 4 aumenta drasticamente! https://t.co/iBIHxatJEc #Sims https://t.co/kBWlTzBnxm",alalasims,,"With changes in the dollar, the price of The Sims 4 increases dramatically! https://t.co/ibihxatje #sims https://t.co/kbwltzbnxm"
1979,2017-06-28 23:56:07+00:00,880213250469646336,#terpopuler #news Euro Berpotensi Lebih Kuat dari Dolar AS https://t.co/SzvYubQ6F9 @inilahdotcom } https://t.co/HCK1rLmTCc,WahyuSubuhSBY,,#Terpuler #News Euro has the potential to be stronger than US dollars https://t.co/szvyubQ6F9 @inilahdotcom} https://t.co/HCK1RLMTCC
1980,2017-06-29 23:59:59+00:00,880576612575608832,Aprende como ganar 100 dolares cada día en https://t.co/XhFdTjCj4c #Neobux #Clixsense #Dolares #Dolar,100dolaresdia,,Learn how to win 100 dollars every day at https://t.co/xhfdtjcj4c #neobux #clixsense #dolares #dolar
1981,2017-06-29 23:59:12+00:00,880576414436794369,Dolar Today: Luisa Ortega Dìaz ordena liberaciòn inmediata de L... https://t.co/7GAumDoxva,Karminchy1,,Dolar Today: Luison Ortega Delliaz Sendianned Demediate De l ... HTTTs:://t.co/7gaumdoxva
1982,2017-06-29 23:59:01+00:00,880576369259950082,"Você deve ser dólar pq real não é, que gato mano — KKKKKKKKKKK https://t.co/nqe704QrrL",marcos7vini7,,"You must be dollar pq real is not, what cat mano - kkkkkkkkkkk https://t.co/nqe704qrrl"
1983,2017-06-29 23:56:39+00:00,880575773169549312,"um pacote de dólar p tu 
um pacote de dólar p mim",amora_amorimm,,"A Pack of Dollar P You
A dollar pack P"
1984,2017-06-29 23:56:19+00:00,880575688977285120,Luisito explica las complicadas conversiones de dólar a bolívar a sus seguidores - https://t.co/KLKzE8zVjh https://t.co/tYVgzalbBA,vertvnoticias,,Luisito explains the complicated dollar conversions to Bolívar to his followers - https://t.co/klkze8zvjh https://t.co/tyvgzalbba
1985,2017-06-29 23:55:32+00:00,880575492319064065,"@LaHojillaenTV Otros decían que iban acabar con Dolar Today...que le iban a Cortar las Patas con Sicad...Simadi...Cadivi...Cencoex...Dicom
..Ni Verga...",Mjoseito28,,"@Lahojillaentv Others said they would end up with dollar today ... that they were going to cut their legs with Sicad ... Simadi ... Cadivi ... Cecolex ... Dicom
..Ni cock ..."
1986,2017-06-29 23:55:00+00:00,880575359263006721,"Pasito a pasito: el dólar rumbo a los 17 pesos
https://t.co/EdzBJ2YEm3 https://t.co/O6YvOozeHS",24conurbano,,"Step to Pasito: The dollar headed at the 17 pesos
https://t.co/edzbj2yem3 https://t.co/o6yvoozehs."
1987,2017-06-29 23:53:00+00:00,880574855950761985,"#TuDiarioDeSiempre 
Compartimos con ustedes la cotización del Dolar, Euro, Real, Peso Uruguayo y Chileno al último cierre de operaciones. https://t.co/nFAoQuyIGk",heraldoonline,,"ÚtudiaDesiRever
We share with you the quote of the dollar, euro, real, Uruguayan and Chilean weight at the last closing of operations. https://t.co/nfaoquyigk."
1988,2017-06-29 23:52:55+00:00,880574835507814406,"El dólar sube COP$27.30 con respecto a su último cierre. 1 dólar por COP$3,048.3 https://t.co/1W6khABgyC https://t.co/0c0P7yHlRA",jairoaren,,"The dollar goes up COP $ 27.30 with respect to its last closure. 1 dollar by COP $ 3,048.3 https://t.co/1w6khabgyc https://t.co-/0C0P7YHLRA"
1989,2017-06-29 23:52:08+00:00,880574637524099072,"DOLAR Banco de Córdoba: $17,0500",LeandroCba2018,,"Dolar Banco de Córdoba: $ 17,0500"
1990,2017-06-29 23:51:06+00:00,880574379037515776,gelindiğinde durum felaketti. O yıl dolar 9 liraya kadar yükseldi. Dış borçlar ödenemez hale gelince hükümet moratoryum ilan etti. IMF,MERT_KISACIK,,"The situation was disastrous when it is reached. The dollar that year rose to 9 pounds. When external debts are unpaid, the government declared moratorium. IMF"
1991,2017-06-30 23:59:59+00:00,880939000349024256,Aprende como ganar 100 dolares cada día en https://t.co/5uwqcvSlrG #Neobux #clixsense #dolares #dolar,100dolaresdia,,Learn how to win 100 dollars every day at https://t.co/5uwqcvslrg #neobux #clixsense #dolares #dolar
1992,2017-06-30 23:59:31+00:00,880938882203754496,"Por cada dólar que va a la producción en el mundo, se deben 3.5. Estamos en el mundo de la especulación. @AurelioSuarez  en foro @AlPoniente",CamiloPelayo,,"For every dollar that goes to production in the world, they should be 3.5. We are in the world of speculation. @Aureliosuarez in forum @alponiente"
1993,2017-06-30 23:59:29+00:00,880938875740442624,"@Jose_Chavarri Por eso te dije, le pondrán un dólar o un sol.",eagleventura,,"@Jose_Chavarri That's why I told you, they will put a dollar or a sun."
1994,2017-06-30 23:59:29+00:00,880938873395826688,"Hoy cadena Messi. Nadie cuenta que mañana aumenta la nafta un 7,2% la nafta y el gasoil 6%. El dolar cerro a $ 16,88. https://t.co/qpivwzcGLt",pensarlaliberta,,"Today Messi chain. Nobody tells that tomorrow increases naphtha by 7.2% NAFTA and 6% gasoil. The dollar hill at $ 16,88. https://t.co/qpivwzcglt."
1995,2017-06-30 23:59:27+00:00,880938864482947072,"@lucyrod07 @ABelluati @LilianaVirgini8 @Zerbini82 @gordocorral @Leuco790 de esto habla el pais mami,Aumenta el dolar, la nafta, los fletes,  los alimentos , aumenta el desempleo,la pobreza, la deuda,el hambre etc",wasp750,,"@ Lucyrod07 @abelluati @ lilianavirgini8 @ lilianavirgini8 @ zerbini82 @gordocorral @ leuco790 From this the country speaks Mami, increases the dollar, naphtha, freight, food, increases unemployment, poverty, debt, hunger etc"
1996,2017-06-30 23:58:59+00:00,"8,80939E+17",Por qué el dólar alcanzó su máximo desde la salida de la convertibilidad. https://t.co/ZqOWBUCJbF,felipegadea1,,Why the dollar reached its maximum from the output of convertibility. https://t.co/zqowbucjbf.
1997,2017-06-30 23:58:51+00:00,880938716763750401,"Sözde değil özde duyarlılık bu olsa gerek
Ronaldo’dan Filistin’e 2 milyon dolar https://t.co/CPgEFNH564 @haberturk aracılığıyla",Orhan__C,,"No so-called essence is the need for this though
From Ronaldo to Palestine $ 2 million https:///cpgefnh564 @haberturk"
1998,2017-06-30 23:58:34+00:00,880938645376700416,"Si el dolar comienza a subir, se cumple lo que vengo SOSTENIENDO macri se va antes de https://t.co/0n5M8XWA0M MAGNETO tiene todo ya",OscarSantos1967,,"If the dollar begins to climb, what I have been holding Macri is going before https://t.Co-/n5M8XWA0M Magneto has everything already"
1999,2017-06-30 23:58:19+00:00,880938580402745344,@enpaiszeta Y de quien es la culpa? De Dolar Tpday?,bachblues2,,@enpaiszeta and who is the fault? Of dollar tpday?
2000,2017-06-30 23:57:12+00:00,880938299766001664,Cotizaciones de las monedas latinoamericanas frente al dólar estadounidense https://t.co/k3steBwOPw,MrPefi,,Quotes of Latin American coins against US dollar https://t.co/k3stebwopw
2001,2017-06-30 23:57:10+00:00,880938290655879168,"El precio de la nafta subirá un 7% y el gasoil 5,5% por el aumento del dólar https://t.co/5e0RkhYslJ https://t.co/cOlFf7iHaI",NoirMartin,,The price of NAFTA will rise by 7% and gasoil 5.5% by increasing the dollar https://t.co/5e0rkhyslj https://t.co/colff7ihai
2002,2017-07-01 23:59:11+00:00,881301185873027072,"Hablando de mineria,existe la fiebre del oro que se puede usar para reemplazar al dolar,me gustaria saber cuantos lingotes de oro se pueden",UNASUR_10,,"Talking about mining, there is a gold fever that can be used to replace the dollar, I would like to know how many gold ingots you can"
2003,2017-07-01 23:59:10+00:00,881301183985586176,"O mundo gira, a fila anda e alguém vai perder a vez, até o dólar se valoriza, e você fica atrás de ex..",vnsxnts,,"The world turns, the queue walks and someone will lose the turn, until the dollar values ​​himself, and you get behind ex .."
2004,2017-07-01 23:57:45+00:00,881300827465502721,Konu bayrak olunca gözlerim dolar susar dilim kalbim çarpar bilirim o bayrak kolay asılmadı oraya,eeemmreee,,Thread Flag When My Eyes Dollar Susar Slice My Heart Multiply My Heart Bump O Flag Not Easily Hang Out
2005,2017-07-01 23:57:43+00:00,881300818657411072,"Namuslular da namussuzlar kadar cesur olmazsa ve mücadele etmezsek dünya boyband dolar, birimize bile zayn saplasa hesabını kim verecek?",tekyoldavsanlik,,"If the honors are not as brave as buddies and we don't struggle is the world boyband dollars, who will give us even the account of us to Zayn?"
2006,2017-07-01 23:57:43+00:00,881300818481344512,"@garciabanchs La única forma que el dólar se desplome es q se generen los incentivos, venga inversión extrajeran, reglas claras y se genere confianza",manuelscotto,,"@garciabanchs The only way that the dollar crashes is that the incentives are generated, come extrajeran, clear rules and confidence is generated"
2007,2017-07-01 23:57:29+00:00,881300761329766400,até o dólar se valoriza e você fica atrás de exxx,maiaramaica_,,Until the dollar values ​​and you get behind Exxx
2008,2017-07-01 23:56:29+00:00,881300508845236224,GENTE PEGA O DÓLAR QUE A ARIANA JOGA EM GREEDY,carloscfreitas,,People get the dollar that Ariana plays in Greedy
2009,2017-07-01 23:55:17+00:00,881300205290893313,"Grana, grana, grana, grana, dolar, dolar, dolar, dolar, euro, euro, euro, euro, ouro, ouro, ouro, ouro",vulgocaduzera,,"Money, money, money, money, dollar, dollar, dolar, dollar, euro, euro, euro, gold, gold, gold, gold"
2010,2017-07-01 23:54:46+00:00,881300076320231427,"Y volvimos a los viejos tiempos de estar atados al dólar, pero sólo cuando el dolar sube... #VáyanseYA LadriCambiemitas del &amp;rto!!! https://t.co/fzCtd8fl5t",Adriveronica1,,"And we went back to the old days of being tied to the dollar, but only when the dollar goes up ... # Váyanseya Ladricambiewes of & amp; RTO !!! https://t.co/fzctd8fl5t."
2011,2017-07-01 23:53:23+00:00,881299728637599744,"Até o dólar se valoriza
E eu pensando na minha ex 
Vai passa a vez
Vai passa a vez.",renancappellari,,"Until the dollar values
And I thinking about my ex
Will pass the turn
It goes through the turn."
2012,2017-07-01 23:52:09+00:00,881299418355568640,"@todonoticias @radiomitre @eltreceoficial @LANACION @lanacionmas @caballobosterok  :  Brotes verdes. fuga hacia dolar 
Zaiat
https://t.co/exxrfmFGAp … 

https://t.co/skefDUbHWf",laeulogiatapia,,"@Todonoticias @Radiomitre @eltReceOficial @Llanación @lanacionmasmas @caballobosterok: Green sprouts. leak towards dollar.
Zaiat.
https://t.co/exxrfmfgap ...

https://t.co/skefdubhwf."
2013,2017-07-02 23:59:18+00:00,881663605040529408,abd'nin dolar rezervi türkiye'den düşük! - a haber &gt; https://t.co/KWcXSDGXTv | Sosa,puivcom,,US Dollar Reserve Low from Turkey! - A News & GT; https://t.co/kwcxsdgxtv | Sausa
2014,2017-07-02 23:59:02+00:00,881663537730510848,Auto impacta columna frontal de Almacén Solo a Dólar en Santiago y ocasiona desprendimiento de marquesina. https://t.co/b6M73cDd4z,OndasCentrales,,Auto impacts front column of warehouse only to dollar in Santiago and causes marquee detachment. https://t.co/b6m73cdd4z.
2015,2017-07-02 23:58:41+00:00,881663449339764737,Tremenda Noticia da el dictador en Vzla...Con el nuevo aumento salarial ahora cobraremos 1 dólar diario..32 dólares mensuales..Uhhh...Ahh,Joel_Arenas7,,Tremendous news gives the dictator in vzla ... with the new salary increase now we will charge 1 dollar daily..32 dollars monthly..uhhh ... ahh
2016,2017-07-02 23:58:35+00:00,881663425360908288,El sueldo mínimo eran 8 dólares al mes cuando el dólar real suba serán como 5 dólares #ConEsteAumentoCompro,Jorge_Leon1,,The minimum salary was $ 8 a month when the real dollar rises will be like 5 dollars #conesteamentocompro
2017,2017-07-02 23:58:05+00:00,881663297220685824,@bomberoveraguas atiende llamado por caída de marquesina en Almacén Solo a Dólar de  #Santiago. No hay heridos. https://t.co/OdN2DY3idb,OndasCentrales,,@BomberOutraguas Attended call by fall of marquee in warehouse only to #Santiago dollar. There are no injuries. https://t.co/odn2dy3idb.
2018,2017-07-02 23:57:53+00:00,881663247094616064,"AUMENTO DE SUELDO
MADURO SIGUE DE PRESIDENTE
LA CONSTITUYENTE
LA MUD NO HACE NADA
ME VAN A QUEDAR 8 MATERIAS
EL DOLAR SIGUE SUBIENDO https://t.co/RDUJzdOhlo",VnzuelaQueen,,"PAY RISE
Mature followed by president
The constituent
The mud does not do anything
There are about 8 subjects
The dollar is still going up https://t.co/rdujzdohlo"
2019,2017-07-02 23:57:08+00:00,881663060305432576,"Para costear este aumento el gobierno impulsará la subida del dólar negro, así que agárrense. se pondrá como en 15000 #ConEsteAumentoCompro",Jorge_Leon1,,"To pay for this increase, the government will boost the rise of the black dollar, so grow up. It will be put as in 15000 #conesteaumentocompro"
2020,2017-07-02 23:57:03+00:00,881663040151855105,AUMENTOS A PETROLERAS POR LA INFLAC.Y AUMENTO DEL DOLAR Y ASI FOGONEAN LA INFLACION CONSECUENTE.ASSO NO PARARA NUNCA,PEDROVOLPIN,,Increases to oil companies by inflating.And increased dollar and as well as on consistent inflation
2021,2017-07-02 23:56:39+00:00,881662936883834880,el dolar mañana subirá mas rápido q  botellazo de puta ya verán,totenkofsky,,the dollar tomorrow will rise faster that bitch bottlene
2022,2017-07-02 23:56:14+00:00,881662832374370304,"Hasta hace un par de semanas, encumbrados analistas decían que el dólar no se movería hasta elecciones... 
En últimas 2 semanas, subió 4,5%",tuitalapatria,,"Until a couple of weeks ago, analysts came up, they said that the dollar would not move until elections ...
In recent 2 weeks, it rose 4.5%"
2023,2017-07-02 23:55:28+00:00,881662638169743360,Y cuando menos esperemos estará igual que el dolar paralelo. https://t.co/lyznZ0Hojm,Vanesa_riveraa,,And when less hopefully it will be the same as the dollar parallel. https://t.co/lyznz0hojm.
2024,2017-07-03 23:59:59+00:00,882026163866148866,Aprende como ganar 100 dolares cada día en https://t.co/ogXCqFuDEe  #dolares #dolar,100dolaresdia,,Learn how to win 100 dollars every day at https://t.co/ogxcqfudee #dolares #dolar
2025,2017-07-03 23:59:45+00:00,882026107213684736,İki Tahitili kız (Ne Zaman Evleneceksin) 1892 -Paul Gauguin (300 milyon dolar) https://t.co/45OZRYhDVD,Arthouse34,,Two Tahitian girls (when to marry) 1892 -Paul Gauguin ($ 300 million) https://t.co/45ozryhdvd
2026,2017-07-03 23:59:43+00:00,882026099349348354,@IsmaelBermudez1 ???? No creo que ni un solo argentino elija su voto influenciado por el precio del dolar... está grande señor!!,dadanic2000,,@ Ismaelbermudez1 ???? I do not think that neither a single Argentine chooses his vote influenced by the price of dollar ... is great sir !!
2027,2017-07-03 23:59:19+00:00,882025996505030656,Hay escasez de.comida y medicinas...dónde está el.dolar preferencial de 10 Bs para estos artículos?,Democrata16,,Is there a shortage of asses and medicines ... where is the preferential solar of 10 bs for these items?
2028,2017-07-03 23:59:07+00:00,882025947909808130,"@cbuteler Qué lindo tsunami cambiario que armaron entre pases y Lebacs. El 14/7 hay vto. Suben tasas o bajan el dólar. Plan bonex para Lebacs, pases..",eduxant1,,"@cBuTeler What a nice exchange tsunami that armed between passes and Lebacs. The 14/7 is VTO. Raise rates or drop the dollar. Bonex plan for Lebacs, passes .."
2029,2017-07-03 23:58:47+00:00,882025860743737345,Están contentos globitos se les nota el dolar paso los 17 pesos y vos con los cinco millones que compraste éstas rejoya globito cómplice,Pajaro05Autlook,,They are happy Globitos you notice the dollar Step the 17 pesos and you with the five million you bought these rejoya Globito Cancle
2030,2017-07-03 23:58:37+00:00,882025820205797377,@EsChuli @Yanina_Marian Jajajaj muy bueno . Este enano es menos creíbles que dólar Azul,paulbarrios1975,,@Eschuli @yanina_marian jajajaj very good. This dwarf is less credible than blue dollar
2031,2017-07-03 23:58:24+00:00,882025766229299201,Dondurma reklamlarına da milyar dolar harcıyorlar ne gerek var ya. Hangisinden bedava çıkıyorsa ver işte,furkhcs,,"They also spend billion dollars on ice cream ads what you need. If it goes free from it, give it at work"
2032,2017-07-03 23:58:22+00:00,882025755554848768,El dólar sube ante el euro y frente a otras divisas importantes  https://t.co/WhjDlDzwqF,somostn,,The dollar goes up before the euro and facing other important currencies https://t.co/whjdldzwqf
2033,2017-07-03 23:58:19+00:00,882025743278059523,"@laurasa321368 jajajaja, no soy economista, estoy aprendiendo cómo funciona el sistema, sé q cuando faltan dólares en el mercado de divisas, sube el dólar",ozimandias32,,"@ laurasa321368 hahahaha, I'm not an economist, I'm learning how the system works, I know when they miss dollars in the currency market, up the dollar"
2034,2017-07-03 23:58:13+00:00,882025718049329152,"Não conheço nada de Dólar... Essa nota é real, né? https://t.co/9JviMqpA93",efarsas,,"I do not know anything about dollar ... this note is real, right? https://t.co/9jvimqpa93"
2035,2017-07-04 23:59:59+00:00,882388552562159616,Aprende como ganar 100 dolares cada día en https://t.co/jc3kKNhLeT #neobux #dolares  #Clixsense #Dolar,100dolaresdia,,Learn how to win 100 dollars every day at https://t.co/jc3kknhlet #neobux #dolares #clixsense #dolar
2036,2017-07-04 23:59:33+00:00,882388442331594752,@Takviri maksutny dia gak terima satu rupiah pun tapi yg di terima tu Dolar mkanya dia blg demi Allah saya di fitnah Hahhhh😊😊😊😊,2019JokowiLNJT,,@Takviri maxutny he didn't accept one rupiah but what was received by the dollar he hadn't for my God in slander hahhhhh
2037,2017-07-04 23:59:27+00:00,882388416876425220,Que bellas épocas cuando el dólar ocupaba lugar en las tapas de clarin #MassaEnC5N https://t.co/7KZ9ksCYVC,DrebinAriel,,That beautiful times when the dollar occupied place in the Clarin Tapas # MassAnc5n https://t.co/7kz9kscyvc
2038,2017-07-04 23:59:13+00:00,882388361322876928,@crypto1880 i got it on kraken  is btx was 0.000785  dolar 1.60 ithink,cryptomocho,,@crypto1880 i got it on kraken  is btx was 0.000785  dolar 1.60 ithink
2039,2017-07-04 23:59:01+00:00,882388310177574912,"El dólar no para de subir: tuvo un alza de 12 centavos y cerró en $ 17,18 https://t.co/IUT1QupsZh https://t.co/wTV7CVzpid",diariodecuyoweb,,The dollar does not stop up: he had a 12-cente rise and closed at $ 17.18 https://t.co/iut1qupszh https://t.co/wtv7cvzpid
2040,2017-07-04 23:58:59+00:00,882388302317355011,"No es el Dólar ni tan poco el Yen, el Bitcoin es la moneda que está salvando a los venezolanos https://t.co/uN2zmgrlVw",Notilogia,,"It is not the dollar or so little the yen, the Bitcoin is the currency that is saving the Venezuelans https://t.co/un2zmgrlvw"
2041,2017-07-04 23:58:50+00:00,882388263855632384,@5wannn @CSisecioglu aynen 9 milyon dolar kesintiyi kabul etmiş.,KaanErdogn,,@ 5wannn @csisecioglu Ditto accepted $ 9 million interruption.
2042,2017-07-04 23:58:50+00:00,882388262538686464,El dólar estadounidense se ofreció hasta en $18.62 y se compró en $17.05 en los bancos de la #CDMX https://t.co/SDu1JkM4ZP,PetroNews_,,The US dollar offered up to $ 18.62 and bought at $ 17.05 on the #CDMX Banks https://t.co/SDU1JKM4ZP
2043,2017-07-04 23:58:37+00:00,882388206611779585,"El kirchnerismo llevó el dólar de $2.30 a $16. Pero cierto que vos vivías en Münich, Argentina, allí sólo 5% eran pobres. https://t.co/dAGSO5Lccp",pulsionparcial,,"Kirchnerism took the dollar from $ 2.30 to $ 16. But true that you lived in Münich, Argentina, there only 5% were poor. https://t.co/dagso5lccp."
2044,2017-07-04 23:58:34+00:00,882388196121866241,"@iPincheDama Jajajajaajaj mmm merece perdonarle los 43 normalistas, el alza del dólar, la venta de pemex y cfe, la casa blanca, todavía MX PUEDE mas",adcg1317,,"@ipinchedama jajajajaajj mmm deserves to forgive the 43 normalists, the rise of the dollar, the sale of Pemex and CFE, the White House, still MX can more"
